Importance,Feature
1.71998209245,weather___wind_chill
1.6143751916021267,team_history___v_pfr_wr_ytd
1.574927464651515,time_date___game_time_eastern
1.5521049103679996,home_field___v_visitor__pfr_wr_last_4_games
1.4646900722426828,travel___h_days_since_last_game
1.4540264746440001,time_date___day_of_week
1.4389469042624996,travel___h_tz_change_last_game
1.3858117929996157,matchup___h_wr_past_2_seasons
1.3370736581083809,travel___v_tz_change_last_game
1.3096292748727274,home_field___v_visitor__pfr_wr_last_8_games
1.2670996963235766,home_field___v_visitor__close_wr_last_8_games
1.2457973076317295,team_history___h_open_wr_past_3_seasons
1.226497341667105,team_history___h_ovr_wr_ytd
1.2177925319076914,matchup___h_wr_past_3_seasons
1.2143394642046177,team_history___h_close_wr_past_3_seasons
1.2116015509008617,travel___v_days_since_last_game
1.205711556681818,home_field___h_home__pfr_wr_last_4_games
1.2024988633846656,line___h_ml
1.1825708616623725,team_history___h_open_wr_past_2_seasons
1.1804363127008475,home_field___h_home__open_wr_last_8_games
1.165214959545282,home_field___v_consecutive_visitor
1.1559882419888003,team_history___h_pfr_wr_past_5_games
1.1342159648541994,team_history___v_open_wr_ytd
1.131754563886276,team_history___h_ovr_wr_past_2_seasons
1.1316200076416663,home_field___v_visitor__pfr_wr_ytd
1.1259505331166666,team_history___h_close_wr_ytd
1.1240262964204477,travel___h_travel_from_last_game
1.1219960473392154,time_date___game_time_local
1.121448625396491,travel___h_tz_change_last_10_days
1.121439308741912,team_history___h_ovr_wr_past_3_seasons
1.1193669403149666,line___v_ml
1.119124306260059,team_history___v_close_wr_past_2_seasons
1.1086855091716787,team_history___v_close_wr_past_3_seasons
1.105985789874178,home_field___h_home__ovr_wr_ytd
1.1028802060848835,travel___v_home_body_time
1.0984179461073986,team_history___v_open_wr_past_2_seasons
1.0980743527021521,line___h_open_line
1.0927362763044637,team_history___h_open_wr_ytd
1.091483767781235,line___h_close_line
1.0849431644519696,travel___v_dist_from_home
1.0845817015009163,home_field___h_home__close_wr_last_8_games
1.08273675693322,travel___v_travel_from_last_10_days
1.071590665978715,home_field___v_visitor__open_wr_last_8_games
1.0676799378864654,line___close_ou
1.0633925484274658,team_history___v_open_wr_past_3_seasons
1.0579126896878164,line___open_ou
1.0562770010362994,home_field___h_home__open_wr_ytd
1.052965164610937,team_history___v_open_wr_past_5_games
1.0522509421596518,team_history___h_ovr_wr_past_5_games
1.0485528723846673,home_field___v_visitor__close_wr_ytd
1.0471301056269822,team_history___v_pfr_wr_past_2_seasons
1.045207767520689,travel___v_travel_from_last_game
1.0440526621461506,home_field___v_visitor__close_wr_last_4_games
1.0437781331742852,team_history___v_close_wr_ytd
1.0424936174852721,home_field___h_home__ovr_wr_last_8_games
1.0305764326999993,home_field___h_home__close_wr_last_4_games
1.0303582826487954,line___pfr_ou
1.0259199123911105,home_field___v_visitor__ovr_wr_ytd
1.0179340071698413,team_history___v_ovr_wr_ytd
1.017637439548718,weather___is_grass
1.013342537801408,home_field___v_visitor__open_wr_last_4_games
1.0132611848850743,home_field___v_visitor__ovr_wr_last_4_games
1.010361621079107,home_field___h_home__open_wr_last_4_games
1.0080658282230501,weather___wind_mph
1.0072565534675306,team_history___h_pfr_wr_past_2_seasons
1.0059097200709333,travel___h_travel_from_last_10_days
1.002212749471317,home_field___h_home__close_wr_ytd
0.9952135753089285,travel___v_travel_from_last_game_decay
0.9786431515570971,weather___temperature
0.9735702447682609,team_history___h_pfr_wr_past_3_seasons
0.9708211035423728,travel___v_tz_change_last_10_days
0.9689839400294352,team_history___v_pfr_wr_past_3_seasons
0.9659820125872658,weather___humidity_pct
0.9597927615571902,team_history___h_close_wr_past_2_seasons
0.9576131584500003,team_history___h_open_wr_past_5_games
0.9548247262123302,travel___v_body_clock_from_last_wk
0.9532627030680005,matchup___h_wr_past_5_games
0.9509672091085958,travel___h_travel_from_last_game_decay
0.9414958385387096,matchup___is_same_conf
0.9369951892807691,team_history___v_close_wr_past_5_games
0.9290738997497127,team_history___v_ovr_wr_past_2_seasons
0.9244369170352943,home_field___h_home__pfr_wr_last_8_games
0.9084192264204862,time_date___week_id
0.9044272262028573,matchup___h_wr_ytd
0.9039016032985365,team_history___v_pfr_wr_past_5_games
0.8933929285403932,team_history___v_ovr_wr_past_3_seasons
0.8823300148189939,home_field___v_visitor__open_wr_ytd
0.8763938168160303,home_field___v_visitor__ovr_wr_last_8_games
0.873745751303,line___h_pfr_line
0.873661299413699,home_field___h_home__ovr_wr_last_4_games
0.8644945622342111,home_field___h_home__pfr_wr_ytd
0.842192366020192,team_history___h_close_wr_past_5_games
0.7837105266427183,travel___h_body_clock_from_last_wk
0.713424858115,team_history___h_pfr_wr_ytd
0.6896376898348213,team_history___v_ovr_wr_past_5_games
0.6599950051929627,home_field___h_consecutive_home
0.631167827,travel___h_same_stadium_last_game
0.5805329263016948,matchup___is_same_division
0.489837378,time_date___is_playoffs
