Feature,full,1,0,3,2,4,Importance,StdDev
weather___wind_chill,1.8539088233125,1.1542979295263156,1.0512549119523809,1.4072461682642852,1.71998209245,1.5222842618461538,1.3710130728078271,0.2716550760020088
home_field___v_visitor__ovr_wr_last_4_games,1.6118930435054946,1.0338290692873238,0.8167705752466669,1.0027821590715191,1.0132611848850743,1.0653420412291663,0.9863970059439501,0.09778215912615235
travel___h_days_since_last_game,1.447777118056098,1.322331215201786,1.4668189676397436,1.0393734212727277,1.4646900722426828,1.2892347724547943,1.3164896897623468,0.1747373925015545
matchup___h_wr_ytd,1.4326120376896545,0.9989478152718749,1.16648548436,1.1827046212142858,0.9044272262028572,0.7421165218749998,0.9989363337848035,0.18488637636422953
home_field___v_visitor__close_wr_last_4_games,1.3120982391155551,0.8041949445854667,1.6080722740985287,1.2104927620915662,1.0440526621461506,1.3881018111677417,1.2109828908178908,0.30918985467292404
team_history___h_close_wr_ytd,1.3101711237921867,1.1450012210393947,0.8550279420070424,0.9639483020365078,1.1259505331166666,1.0626694618384616,1.0305194920076146,0.12090882712312655
team_history___h_ovr_wr_ytd,1.2976298991149426,0.9072119546001428,1.0277088829733343,1.2753841219723074,1.226497341667105,0.7264226814093024,1.0326449965244384,0.22695315278618236
travel___h_body_clock_from_last_wk,1.291439304983946,0.9845607643139996,1.1504074628865786,1.0197429763435135,0.7837105266427183,0.8611001254008265,0.9599043711175274,0.14255400220344344
home_field___v_visitor__open_wr_ytd,1.2866410597122675,1.1264640404658337,0.8045845782077354,1.0943772423276859,0.8823300148189939,1.1640069648826468,1.0143525681405792,0.16031370290460006
team_history___v_pfr_wr_past_3_seasons,1.273516110578647,1.00701835494877,1.19250352106141,0.9661242828483709,0.9689839400294352,1.2361806278991296,1.0741621453574233,0.12990149449738045
team_history___v_open_wr_past_2_seasons,1.2688436240832044,1.0565967709747737,1.014880372326967,1.0625412683379096,1.0984179461073986,1.0215920548318635,1.0508056825157825,0.0338461677264323
matchup___h_wr_past_3_seasons,1.2652353400520282,1.0440370911115109,1.3089730410622378,1.0602008722840577,1.2177925319076914,0.9364005045639344,1.1134808081858865,0.14842234009950067
time_date___game_time_local,1.2584744696666668,1.0420014137129403,1.2348995449571425,1.0961132456643845,1.1219960473392154,1.160830886364045,1.1311682276075454,0.07229066480814204
team_history___v_open_wr_past_5_games,1.2550890609801786,0.8067180697451021,1.2084905436675253,0.8967305033443964,1.052965164610937,0.9249371453624996,0.977968285346092,0.15612779929994794
travel___h_tz_change_last_10_days,1.2364719470532255,1.3479282289402699,1.4191926269352946,0.9592014750660712,1.121448625396491,1.2403133407186049,1.2176168594113463,0.18313643373517696
line___h_ml,1.2348448225071564,1.156173556416379,1.1408287758067142,0.999549081215837,1.2024988633846656,0.7963993419692302,1.0590899237585651,0.16524530955551073
weather___is_grass,1.2331550412221213,0.923274914392239,1.0782349781152174,0.7912374812446152,1.017637439548718,1.1663626493015629,0.9953494925204704,0.1444547628642639
home_field___v_visitor__ovr_wr_ytd,1.2317813009071437,1.209423294645043,1.172792696032135,1.1043663164262656,1.0259199123911105,1.208224909829669,1.1441454258648445,0.07865700237355737
home_field___h_home__pfr_wr_ytd,1.2312046230295275,0.8927626733243428,0.9566124257910641,0.950148874345226,0.8644945622342111,1.1791353756400538,0.9686307822669795,0.12389363171811803
home_field___h_home__ovr_wr_ytd,1.2258628543622974,1.2317379126274437,1.3021740228072556,1.187995862314973,1.105985789874178,1.052295383357272,1.1760377941962246,0.09921607015041832
travel___v_tz_change_last_game,1.2206535704,1.257995107575,0.9791772330302332,1.1387288726578941,1.3370736581083809,0.9978921787075,1.1421734100158014,0.15716031988816687
home_field___h_home__open_wr_last_8_games,1.2163185587875591,0.9125169053669618,1.1106695969685485,0.848410914178475,1.1804363127008477,1.0235014714271795,1.0151070401284026,0.13679251740599205
line___h_close_line,1.2136939613702828,1.23270434655686,1.547341412870946,1.209193230388811,1.091483767781235,1.0982918089132718,1.2358029133022248,0.18541253507269684
home_field___h_home__open_wr_ytd,1.210728921701042,1.2699138218626618,1.2609839530389306,1.1659173538467835,1.0562770010362994,1.150729680324968,1.1807643620219286,0.08803753144878962
team_history___h_close_wr_past_5_games,1.2100545071877342,1.0164844152093455,1.2075015469523365,1.2112697215217827,0.8421923660201921,1.1881071234210083,1.0931110346249329,0.16194346123238698
travel___v_days_since_last_game,1.186007442171053,1.2016343135489795,1.3572928788573533,1.8133633450612248,1.2116015509008615,1.5909045427213118,1.4349593262179463,0.2635668067133134
time_date___game_time_eastern,1.1837539209795922,0.9726683021454544,0.9397966563773916,1.2002479396344734,1.5749274646515148,1.4143086684166668,1.2203898062451002,0.2755928294018424
team_history___v_ovr_wr_past_3_seasons,1.1690415127735798,1.0050552458875843,1.2317210896926087,1.0141980566782385,0.8933929285403932,1.1471707962857818,1.0583076234169213,0.13223768369369004
team_history___h_open_wr_past_2_seasons,1.1687068735300363,1.2769780181231103,0.9340150972188824,1.103218282608382,1.1825708616623725,1.188925146063301,1.1371414811352096,0.12914211637421855
travel___h_travel_from_last_game,1.168563889956261,0.9159147561100002,1.055620885576289,0.9207037747719046,1.1240262964204475,0.9811822972300532,0.999489602021739,0.08970399670386199
team_history___v_ovr_wr_ytd,1.1608368378243594,0.8889172538391305,1.0921368959597222,1.0232954488565214,1.0179340071698413,0.9394012717047456,0.9923369755059923,0.07916989135926425
team_history___v_close_wr_past_3_seasons,1.16026687260231,1.053387310006183,1.0683178865871794,0.9854964249620616,1.1086855091716787,0.9154841184903698,1.0262742498434945,0.07620971934960324
