Percentile,Did Not Cover,Covered,success
0,6,9,0.6
1,14,14,0.5
2,16,12,0.42857142857142855
3,14,14,0.5
4,14,14,0.5
5,14,14,0.5
6,17,11,0.39285714285714285
7,17,11,0.39285714285714285
8,13,15,0.5357142857142857
9,14,14,0.5
10,14,14,0.5
11,18,10,0.35714285714285715
12,8,20,0.7142857142857143
13,13,15,0.5357142857142857
14,17,11,0.39285714285714285
15,9,19,0.6785714285714286
16,12,16,0.5714285714285714
17,16,12,0.42857142857142855
18,10,18,0.6428571428571429
19,15,13,0.4642857142857143
20,10,18,0.6428571428571429
21,13,15,0.5357142857142857
22,12,16,0.5714285714285714
23,12,16,0.5714285714285714
24,19,9,0.32142857142857145
25,16,13,0.4482758620689655
26,19,9,0.32142857142857145
27,14,14,0.5
28,10,18,0.6428571428571429
29,19,9,0.32142857142857145
30,11,17,0.6071428571428571
31,13,15,0.5357142857142857
32,14,14,0.5
33,16,12,0.42857142857142855
34,15,13,0.4642857142857143
35,18,10,0.35714285714285715
36,15,13,0.4642857142857143
37,14,14,0.5
38,14,14,0.5
39,12,16,0.5714285714285714
40,10,18,0.6428571428571429
41,9,19,0.6785714285714286
42,13,15,0.5357142857142857
43,14,14,0.5
44,16,12,0.42857142857142855
45,20,8,0.2857142857142857
46,12,16,0.5714285714285714
47,11,17,0.6071428571428571
48,15,13,0.4642857142857143
49,12,16,0.5714285714285714
50,19,10,0.3448275862068966
51,13,15,0.5357142857142857
52,10,18,0.6428571428571429
53,14,14,0.5
54,17,11,0.39285714285714285
55,14,14,0.5
56,16,12,0.42857142857142855
57,17,11,0.39285714285714285
58,14,14,0.5
59,14,14,0.5
60,11,17,0.6071428571428571
61,10,18,0.6428571428571429
62,19,9,0.32142857142857145
63,14,14,0.5
64,16,12,0.42857142857142855
65,13,15,0.5357142857142857
66,15,13,0.4642857142857143
67,14,14,0.5
68,14,14,0.5
69,20,8,0.2857142857142857
70,13,15,0.5357142857142857
71,9,19,0.6785714285714286
72,12,16,0.5714285714285714
73,11,17,0.6071428571428571
74,17,11,0.39285714285714285
75,13,16,0.5517241379310345
76,16,12,0.42857142857142855
77,22,6,0.21428571428571427
78,19,9,0.32142857142857145
79,14,14,0.5
80,15,13,0.4642857142857143
81,14,14,0.5
82,11,17,0.6071428571428571
83,17,11,0.39285714285714285
84,10,18,0.6428571428571429
85,11,17,0.6071428571428571
86,17,11,0.39285714285714285
87,11,17,0.6071428571428571
88,16,12,0.42857142857142855
89,15,13,0.4642857142857143
90,13,15,0.5357142857142857
91,19,9,0.32142857142857145
92,16,12,0.42857142857142855
93,16,12,0.42857142857142855
94,14,14,0.5
95,17,11,0.39285714285714285
96,13,15,0.5357142857142857
97,17,11,0.39285714285714285
98,11,17,0.6071428571428571
99,11,17,0.6071428571428571
100,10,4,0.2857142857142857
