Importance,Feature
1.8539088233124996,weather___wind_chill
1.6118930435054946,home_field___v_visitor__ovr_wr_last_4_games
1.4477771180560979,travel___h_days_since_last_game
1.4326120376896545,matchup___h_wr_ytd
1.3120982391155553,home_field___v_visitor__close_wr_last_4_games
1.3101711237921867,team_history___h_close_wr_ytd
1.2976298991149426,team_history___h_ovr_wr_ytd
1.2914393049839459,travel___h_body_clock_from_last_wk
1.2866410597122675,home_field___v_visitor__open_wr_ytd
1.273516110578647,team_history___v_pfr_wr_past_3_seasons
1.2688436240832044,team_history___v_open_wr_past_2_seasons
1.265235340052028,matchup___h_wr_past_3_seasons
1.2584744696666668,time_date___game_time_local
1.2550890609801786,team_history___v_open_wr_past_5_games
1.2364719470532257,travel___h_tz_change_last_10_days
1.2348448225071564,line___h_ml
1.2331550412221213,weather___is_grass
1.2317813009071437,home_field___v_visitor__ovr_wr_ytd
1.2312046230295277,home_field___h_home__pfr_wr_ytd
1.2258628543622974,home_field___h_home__ovr_wr_ytd
1.2206535704,travel___v_tz_change_last_game
1.2163185587875591,home_field___h_home__open_wr_last_8_games
1.213693961370283,line___h_close_line
1.210728921701042,home_field___h_home__open_wr_ytd
1.2100545071877342,team_history___h_close_wr_past_5_games
1.186007442171053,travel___v_days_since_last_game
1.1837539209795922,time_date___game_time_eastern
1.1690415127735798,team_history___v_ovr_wr_past_3_seasons
1.1687068735300365,team_history___h_open_wr_past_2_seasons
1.168563889956261,travel___h_travel_from_last_game
1.1608368378243594,team_history___v_ovr_wr_ytd
1.16026687260231,team_history___v_close_wr_past_3_seasons
1.1568245143543672,team_history___v_close_wr_ytd
1.1537296468357219,travel___v_dist_from_home
1.1520235796092233,line___close_ou
1.149754801307337,home_field___v_visitor__close_wr_last_8_games
1.147269070573864,home_field___h_home__close_wr_ytd
1.1415407213476194,home_field___h_home__ovr_wr_last_4_games
1.136096450603556,travel___v_home_body_time
1.1331112754773587,home_field___h_consecutive_home
1.1311412594276664,matchup___h_wr_past_2_seasons
1.1268006204821972,home_field___v_visitor__close_wr_ytd
1.1259671869175538,team_history___h_ovr_wr_past_2_seasons
1.122114103767414,team_history___v_pfr_wr_ytd
1.1208630701013704,team_history___h_pfr_wr_past_5_games
1.1203031531873533,team_history___v_pfr_wr_past_5_games
1.120248696055166,team_history___h_open_wr_past_3_seasons
1.1188928002350622,home_field___h_home__ovr_wr_last_8_games
1.1142174783670926,team_history___h_pfr_wr_past_3_seasons
1.1140280189376701,team_history___h_close_wr_past_3_seasons
1.1128821287053547,team_history___v_ovr_wr_past_2_seasons
1.1118815207218395,home_field___h_home__open_wr_last_4_games
1.1103507078262296,travel___v_tz_change_last_10_days
1.1081823971636784,home_field___h_home__close_wr_last_4_games
1.1057394512128274,travel___v_travel_from_last_game_decay
1.105395735750365,team_history___h_open_wr_past_5_games
1.105179192021116,team_history___v_close_wr_past_2_seasons
1.095461386151724,home_field___v_consecutive_visitor
1.090049871208749,line___v_ml
1.0898954895809776,travel___v_travel_from_last_10_days
1.0894700605836292,home_field___h_home__close_wr_last_8_games
1.084985879568703,home_field___v_visitor__open_wr_last_8_games
1.057432248134781,travel___h_travel_from_last_10_days
1.0562761735426462,home_field___h_home__pfr_wr_last_8_games
1.0554925984435997,team_history___h_ovr_wr_past_3_seasons
1.0539537946695996,travel___v_body_clock_from_last_wk
1.0523503751548084,line___h_open_line
1.0452804893170868,line___open_ou
1.035919944524059,team_history___v_pfr_wr_past_2_seasons
1.01924596019771,team_history___v_close_wr_past_5_games
1.0087147288498048,travel___h_travel_from_last_game_decay
0.998717231087302,matchup___h_wr_past_5_games
0.9976552487899518,weather___temperature
0.9947675994557283,team_history___v_open_wr_past_3_seasons
0.9908692139011663,home_field___v_visitor__pfr_wr_ytd
0.9854343589106894,team_history___h_pfr_wr_past_2_seasons
0.9684377880840906,matchup___is_same_conf
0.9674668672192305,team_history___v_open_wr_ytd
0.955436078634246,weather___wind_mph
0.9517820230437507,travel___v_travel_from_last_game
0.9422067769847691,team_history___h_close_wr_past_2_seasons
0.9299851373529991,home_field___v_visitor__ovr_wr_last_8_games
0.9167683065543664,time_date___week_id
0.8974249739074303,weather___humidity_pct
0.896628500167644,line___pfr_ou
0.8951101975746014,team_history___h_ovr_wr_past_5_games
0.8936876914209302,team_history___v_ovr_wr_past_5_games
0.8865257597275866,team_history___h_pfr_wr_ytd
0.8483283381856773,line___h_pfr_line
0.8276154622435902,home_field___v_visitor__open_wr_last_4_games
0.8275352962880953,home_field___h_home__pfr_wr_last_4_games
0.8241677057631578,home_field___v_visitor__pfr_wr_last_4_games
0.8155535175675677,home_field___v_visitor__pfr_wr_last_8_games
0.782968068075,travel___h_tz_change_last_game
0.76224320884,time_date___day_of_week
0.6768649995453336,matchup___is_same_division
0.6204321772895349,team_history___h_open_wr_ytd
0.502686957,travel___h_same_stadium_last_game
