game_id,home_field___h_home__close_wr_last_4_games,line___v_ml,travel___h_tz_change_last_10_days,team_history___h_open_wr_ytd,travel___h_same_stadium_last_game,team_history___h_pfr_wr_ytd,weather___temperature,team_history___v_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,rankings___h__defensedvoa,team_history___v_open_wr_past_2_seasons,home_field___v_visitor__close_wr_ytd,rankings___h__def_rank,home_field___h_home__open_wr_last_4_games,home_field___v_visitor__open_wr_last_4_games,team_history___h_ovr_wr_past_5_games,home_field___v_visitor__pfr_wr_ytd,line___h_ml,time_date___day_of_week,home_field___v_visitor__ovr_wr_ytd,team_history___v_ovr_wr_ytd,rankings___h__s_t_rank,home_field___v_visitor__ovr_wr_last_8_games,travel___v_home_body_time,team_history___h_ovr_wr_past_3_seasons,rankings___v__defensedvoa,travel___v_dist_from_home,team_history___v_pfr_wr_past_5_games,rankings___h__dave_or_wtddvoa,team_history___v_pfr_wr_ytd,time_date___game_time_eastern,team_history___v_close_wr_ytd,home_field___h_home__ovr_wr_last_8_games,team_history___h_close_wr_past_5_games,team_history___h_open_wr_past_3_seasons,team_history___v_open_wr_past_3_seasons,weather___humidity_pct,line___open_ou,matchup___h_wr_past_2_seasons,matchup___is_same_division,rankings___v__dave_or_wtddvoa,home_field___v_is_home,travel___h_travel_from_last_10_days,rankings___h__offensedvoa,travel___h_travel_from_last_game,weather___wind_mph,travel___v_tz_change_last_game,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_last_4_games,rankings___v__totaldvoa,time_date___week_id,line___h_open_line,matchup___h_wr_past_5_games,rankings___v__offensedvoa,team_history___h_close_wr_ytd,home_field___v_visitor__open_wr_ytd,rankings___h__totaldvoa,rankings___h__s_t_dvoa,home_field___v_visitor__ovr_wr_last_4_games,time_date___game_time_local,home_field___h_home__ovr_wr_last_4_games,rankings___v__s_t_dvoa,home_field___v_visitor__close_wr_last_4_games,team_history___h_pfr_wr_past_5_games,travel___v_same_stadium_last_game,home_field___h_home__open_wr_ytd,team_history___v_open_wr_past_5_games,team_history___h_close_wr_past_2_seasons,travel___v_travel_from_last_game,home_field___v_consecutive_visitor,time_date___is_sunday,rankings___h__estim_winrate,rankings___v__off_rank,weather___is_dome,home_field___h_home__close_wr_ytd,home_field___h_home__pfr_wr_ytd,matchup___h_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_ovr_wr_past_5_games,line___pfr_ou,team_history___h_open_wr_past_5_games,rankings___h__off_rank,home_field___h_consecutive_home,travel___v_travel_from_last_game_decay,team_history___v_close_wr_past_5_games,home_field___v_visitor__pfr_wr_last_4_games,travel___h_tz_change_last_game,rankings___v__def_rank,team_history___h_open_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_ovr_wr_past_2_seasons,home_field___h_home__close_wr_last_8_games,line___close_ou,team_history___v_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,time_date___is_superbowl,weather___wind_chill,travel___v_days_since_last_game,line___h_pfr_line,team_history___h_ovr_wr_ytd,home_field___v_visitor__close_wr_last_8_games,travel___h_travel_from_last_game_decay,travel___v_body_clock_from_last_wk,team_history___v_ovr_wr_past_3_seasons,matchup___is_same_conf,home_field___h_home__open_wr_last_8_games,travel___v_travel_from_last_10_days,weather___is_grass,travel___v_tz_change_last_10_days,travel___h_days_since_last_game,line___h_close_line,home_field___h_is_home,matchup___h_wr_past_3_seasons,travel___h_body_clock_from_last_wk,time_date___is_playoffs,home_field___h_home__ovr_wr_ytd,home_field___v_visitor__open_wr_last_8_games,rankings___v__s_t_rank,team_history___h_close_wr_past_3_seasons,home_field___v_visitor__pfr_wr_last_8_games,rankings___v__estim_winrate,team_history___v_pfr_wr_past_2_seasons,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,regression_label,dataset,fold,regression_score
200709300dal,1.0,600,0.0,1.0,0,1.0,85.0,0.0,1.0,1.0,-9.3,0.0,0.0,9.0,1.0,0.0,1.0,0.0,-800,6.0,0.0,0.0,11.0,0.0,12.0,1.0,14.1,8.87394091937173,0.0,21.6,0.0,13.0,0.0,1.0,1.0,1.0,0.0,58.0,45.0,0.5,0.0,-32.3,0.0,12.953220054488385,46.7,12.953220054488385,0.0,-1.0,1.0,1.0,-41.4,4.0,-11.0,0.5,-20.7,1.0,0.0,60.1,4.1,0.0,12.0,1.0,-6.5,0.0,1.0,0,1.0,0.0,1.0,15.20661384456776,2,1.0,0.5190258251586375,27.0,1,1.0,1.0,0.5,0.0,0.0,47.0,1.0,2.0,1,15.20661384456776,0.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,47.0,0.0,1.0,0.0,85.0,7.0,-13.0,1.0,0.0,12.953220054488385,13.0,0.0,1.0,1.0,15.20661384456776,0,-1.0,7.0,-13.0,1.0,0.5,12.0,0.0,1.0,0.0,24.0,1.0,0.0,0.5294328528952108,0.0,1,1,4,2007,28,13.0,28.0,training,0,20.467348
200811090nyj,0.5,320,0.0,0.5,0,0.5,53.0,0.3333333333333333,0.4375,0.4375,0.9,0.25,0.3125,13.0,0.5,0.375,0.8,0.375,-400,6.0,0.25,0.25,15.0,0.25,12.0,0.375,24.3,16.25840917502385,0.6,-2.9,0.375,13.0,0.3125,0.75,0.6,0.4375,0.25,46.0,45.0,0.5,0.0,-36.7,0.0,5.102278507882513,-1.5,5.102278507882513,14.0,1.0,0.5,0.5,-38.7,10.0,-9.0,0.5,-15.7,0.5,0.3125,-1.7,0.7,0.25,13.0,0.75,1.3,0.375,0.6,0,0.5,0.5,0.4375,16.25840917502385,1,1.0,0.55,29.0,1,0.5,0.5,0.5,0.3125,0.4,43.5,0.6,22.0,1,16.25840917502385,0.5,0.5,0.0,31.0,0.4375,0.3125,0.20833333333333331,0.5,43.0,0.3125,0.375,0.0,53.0,7.0,-9.5,0.625,0.375,5.102278507882513,12.0,0.20833333333333331,0.0,0.5,16.25840917502385,0,1.0,7.0,-9.5,1.0,0.5,13.0,0.0,0.625,0.375,14.0,0.4375,0.5,0.225,0.3333333333333333,1,1,10,2008,44,9.5,44.0,training,0,11.009036
201212300was,0.75,155,0.0,0.6666666666666666,0,0.6666666666666666,37.0,0.39361702127659576,0.5483870967741935,0.5744680851063829,3.9,0.3709677419354839,0.4,21.0,0.75,0.75,1.0,0.4,-175,6.0,0.5333333333333333,0.5333333333333333,25.0,0.5714285714285714,20.0,0.425531914893617,6.1,21.14548034818789,0.4,13.1,0.4,21.0,0.4,0.5714285714285714,1.0,0.5744680851063829,0.3723404255319149,53.0,50.0,0.33333333333333337,1.0,1.1,0.0,1.9661519946586024,14.3,1.9661519946586024,9.0,1.0,0.5714285714285714,0.75,0.3,17.0,-3.5,0.4,7.1,0.6666666666666666,0.4,7.5,-2.9,0.75,21.0,0.75,-0.7,0.75,1.0,0,0.6666666666666666,0.4,0.5483870967741935,21.14548034818789,1,1.0,0.5933333333333334,11.0,1,0.6666666666666666,0.6666666666666666,1.0,0.3709677419354839,0.6,49.0,1.0,6.0,1,21.14548034818789,0.4,0.75,0.0,23.0,0.5483870967741935,0.3723404255319149,0.5161290322580645,0.5714285714285714,49.0,0.4,0.4516129032258064,0.0,30.0,7.0,-3.0,0.6,0.7142857142857143,1.9661519946586024,20.0,0.4680851063829787,1.0,0.5714285714285714,21.14548034818789,1,1.0,7.0,-3.0,1.0,0.4,21.0,0.0,0.6,0.7142857142857143,19.0,0.5638297872340425,0.7142857142857143,0.5133333333333333,0.3709677419354839,1,1,17,2012,10,3.0,10.0,training,0,-3.1230485
201201010rai,0.5,125,-2.0,0.5666666666666667,0,0.6666666666666666,56.0,0.46875,0.5806451612903226,0.5531914893617021,9.9,0.41935483870967744,0.3333333333333333,22.0,0.25,0.25,0.4,0.3333333333333333,-145,6.0,0.4666666666666667,0.4666666666666667,18.0,0.2857142857142857,13.0,0.44680851063829785,14.1,7.1066775490731375,0.6,-6.8,0.3333333333333333,16.0,0.3333333333333333,0.42857142857142855,0.6,0.5212765957446809,0.4375,63.0,49.0,1.0,1.0,1.8,0.0,27.74701021042268,4.9,27.74701021042268,8.0,-3.0,0.5714285714285714,0.5,-2.2,17.0,-3.0,0.6,14.4,0.6666666666666666,0.26666666666666666,-4.7,0.3,0.25,13.0,0.25,-2.5,0.25,0.6,0,0.5666666666666667,0.6,0.5806451612903226,39.422922230460046,2,1.0,0.4933333333333334,6.0,1,0.6666666666666666,0.6666666666666666,1.0,0.41935483870967744,0.6,48.5,0.4,16.0,1,28.247759146939202,0.6,0.25,-2.0,26.0,0.532258064516129,0.4479166666666667,0.5161290322580645,0.5714285714285714,50.0,0.26666666666666666,0.5161290322580645,0.0,56.0,8.0,-3.0,0.5333333333333333,0.2857142857142857,19.881602304612716,16.0,0.6041666666666666,1.0,0.35714285714285715,39.422922230460046,1,-3.0,8.0,-2.5,1.0,0.6,15.0,0.0,0.5333333333333333,0.14285714285714285,25.0,0.5531914893617021,0.2857142857142857,0.44666666666666666,0.4516129032258064,-1,-1,17,2011,-12,2.5,-12.0,training,0,2.3691144
201211040atl,0.3333333333333333,170,0.0,0.7142857142857143,0,0.7142857142857143,68.0,0.3974358974358974,0.5208333333333334,0.573170731707317,-6.0,0.3695652173913043,0.42857142857142855,10.0,0.3333333333333333,0.75,1.0,0.42857142857142855,-195,6.0,0.42857142857142855,0.42857142857142855,10.0,0.5,20.0,0.7317073170731707,-5.8,12.731921458161759,0.4,21.0,0.42857142857142855,21.0,0.42857142857142855,1.0,0.6,0.5853658536585366,0.3717948717948718,0.0,47.5,0.5,0.0,1.6,0.0,11.090170542372197,11.5,11.090170542372197,0.0,1.0,0.3333333333333333,0.3333333333333333,1.4,9.0,-4.5,0.0,0.2,0.7142857142857143,0.42857142857142855,21.1,3.6,0.5,21.0,1.0,-4.6,0.75,0.6,0,0.7142857142857143,0.4,0.5625,12.731921458161759,1,1.0,0.8142857142857143,15.0,1,0.7142857142857143,0.7142857142857143,0.5,0.3695652173913043,0.4,47.5,0.6,7.0,1,12.731921458161759,0.4,0.75,0.0,11.0,0.5416666666666666,0.3717948717948718,0.4782608695652174,0.3333333333333333,47.5,0.42857142857142855,0.7083333333333334,0.0,68.0,7.0,-4.5,1.0,0.75,11.090170542372197,20.0,0.4358974358974359,1.0,0.3333333333333333,12.731921458161759,0,1.0,7.0,-4.0,1.0,0.5,21.0,0.0,1.0,0.75,27.0,0.5975609756097561,0.75,0.5857142857142856,0.3695652173913043,1,1,9,2012,6,4.0,6.0,training,0,8.385208
201309290sdg,1.0,-125,-2.0,0.8333333333333334,0,0.8333333333333334,80.0,0.4142857142857143,0.5,0.4428571428571429,27.3,0.4473684210526316,1.0,31.0,1.0,0.5,0.6,1.0,105,6.0,0.6666666666666666,0.6666666666666666,19.0,0.0,15.0,0.4571428571428571,-8.5,20.026691075512193,0.6,-4.0,1.0,16.0,1.0,0.0,0.7,0.4,0.4,27.0,45.5,0.5,0.0,0.2,0.0,30.536061643430706,28.1,30.536061643430706,7.0,-2.0,1.0,1.0,8.5,4.0,1.0,1.0,-0.4,0.8333333333333334,0.8333333333333334,-0.2,-1.1,0.0,13.0,0.0,0.4,1.0,0.7,0,0.8333333333333334,0.5,0.5,20.026691075512193,1,1.0,0.5190258251586375,17.0,1,0.8333333333333334,0.8333333333333334,0.5,0.4736842105263158,0.4,47.0,0.7,3.0,1,20.026691075512193,0.6,1.0,-2.0,11.0,0.4736842105263158,0.4142857142857143,0.5263157894736842,1.0,48.0,0.8333333333333334,0.42105263157894735,0.0,80.0,7.0,1.5,0.3333333333333333,1.0,30.536061643430706,15.0,0.5142857142857142,0.0,1.0,20.026691075512193,1,-2.0,7.0,1.5,1.0,0.5,15.0,0.0,0.3333333333333333,0.5,15.0,0.4428571428571429,1.0,0.5294328528952108,0.4736842105263158,1,1,4,2013,9,1.5,9.0,training,0,2.841693
201409210crd,0.0,-151,-2.0,0.5,0,0.5,68.0,0.6,0.6388888888888888,0.5441176470588235,-22.1,0.6428571428571429,0.5,5.0,0.0,1.0,0.8,0.5,131,6.0,0.5,0.5,3.0,1.0,13.0,0.5,0.6,10.452514362582807,0.5,2.8,0.5,16.0,0.5,1.0,0.5,0.5441176470588235,0.6125,0.0,42.0,0.0,1.0,8.8,0.0,38.87698759292064,-3.9,38.87698759292064,0.0,1.0,0.0,0.0,3.6,3.0,3.0,0.2,3.5,0.5,0.5,23.6,5.5,1.0,14.0,1.0,0.8,1.0,0.5,0,0.5,0.6,0.6388888888888888,10.452514362582807,1,1.0,0.5190258251586375,13.0,1,0.5,0.5,0.5,0.6190476190476191,0.6,42.0,0.5,22.0,1,10.452514362582807,0.5,1.0,-2.0,17.0,0.6388888888888888,0.5875,0.7142857142857143,0.0,41.0,0.5,0.6666666666666666,0.0,68.0,7.0,3.0,1.0,1.0,38.87698759292064,13.0,0.7125,1.0,0.0,10.452514362582807,1,1.0,7.0,3.0,1.0,0.0,16.0,0.0,1.0,1.0,12.0,0.5588235294117647,1.0,0.5294328528952108,0.6666666666666666,1,1,3,2014,9,3.0,9.0,training,0,1.6930118
200712300cle,1.0,450,0.0,0.7,0,0.7333333333333333,35.0,0.36666666666666653,0.7333333333333333,0.7333333333333333,8.7,0.36666666666666653,0.3333333333333333,22.0,1.0,0.25,0.6,0.36666666666666653,-550,6.0,0.3333333333333333,0.3333333333333333,4.0,0.2857142857142857,10.0,0.6,12.1,40.863041638366845,0.6,11.8,0.36666666666666653,13.0,0.3333333333333333,0.8571428571428571,0.6,0.7,0.36666666666666653,64.0,40.0,0.5,0.0,-31.1,0.0,3.7076221039501935,7.8,3.7076221039501935,8.0,3.0,0.8571428571428571,1.0,-35.8,17.0,-13.5,0.5,-29.8,0.7333333333333333,0.36666666666666653,4.8,5.7,0.25,13.0,1.0,6.1,0.25,0.6,0,0.7,0.6,0.7333333333333333,40.863041638366845,1,1.0,0.5190258251586375,32.0,1,0.7333333333333333,0.7333333333333333,0.5,0.3333333333333333,0.6,41.0,0.6,10.0,1,40.863041638366845,0.6,0.25,0.0,28.0,0.7,0.3333333333333333,0.3333333333333333,0.8571428571428571,41.0,0.36666666666666653,0.6,0.0,28.0,7.0,-11.5,0.6,0.2857142857142857,3.7076221039501935,10.0,0.3333333333333333,0.0,0.8571428571428571,40.863041638366845,1,3.0,7.0,-11.5,1.0,0.5,13.0,0.0,0.6,0.2857142857142857,2.0,0.7333333333333333,0.2857142857142857,0.5294328528952108,0.36666666666666653,1,1,17,2007,13,11.5,13.0,training,0,13.70899
201109190nyg,0.5,270,0.0,0.0,0,0.0,60.0,0.5151515151515151,0.4117647058823529,0.4090909090909091,16.8,0.5588235294117647,0.0,23.0,0.5,0.5,0.4,0.0,-330,0.0,0.0,0.0,26.0,0.5,20.0,0.5454545454545454,38.1,16.26114026363173,0.2,3.0,0.0,21.0,0.0,0.5,0.2,0.4090909090909091,0.5,72.0,44.0,0.5,0.0,-17.7,0.0,3.3788187678159165,-2.9,3.3788187678159165,6.0,1.0,0.5,0.5,-53.1,2.0,-4.5,1.0,-10.8,0.0,0.0,-31.9,-12.2,0.5,21.0,0.5,-4.2,0.5,0.2,0,0.0,0.2,0.4117647058823529,16.26114026363173,1,0.0,0.5190258251586375,24.0,1,0.0,0.0,0.5,0.5882352941176471,0.2,44.0,0.2,20.0,1,11.651616562984154,0.2,0.5,0.0,29.0,0.4117647058823529,0.5151515151515151,0.4117647058823529,0.5,43.5,0.0,0.5882352941176471,0.0,60.0,8.0,-7.0,0.0,0.5,2.421029526844086,20.0,0.24242424242424246,1.0,0.5,16.26114026363173,0,1.0,8.0,-7.0,1.0,0.5,21.0,0.0,0.0,0.5,20.0,0.4090909090909091,0.5,0.5294328528952108,0.5882352941176471,1,1,2,2011,12,7.0,12.0,training,0,17.488045
201311030cle,0.5,-116,1.0,0.5,0,0.5,46.0,0.5222222222222223,0.5208333333333334,0.525,3.5,0.5555555555555556,0.5,23.0,0.5,0.25,0.4,0.5,-104,6.0,0.42857142857142855,0.42857142857142855,6.0,0.25,16.0,0.3,-4.2,5.544067420053612,0.5,-9.7,0.5,16.0,0.5,0.5,0.6,0.5125,0.5444444444444444,54.0,40.0,0.0,1.0,-8.4,0.0,13.018451979052664,-11.4,13.018451979052664,9.0,0.0,0.5,0.5,-8.6,9.0,3.0,0.0,-14.5,0.5,0.5714285714285714,-9.8,5.1,0.25,16.0,0.5,1.7,0.25,0.6,0,0.5,0.6,0.5208333333333334,1.989209829480024,2,1.0,0.3625,25.0,1,0.5,0.5,0.0,0.5185185185185185,0.4,41.5,0.6,23.0,1,0.192897588600156,0.5,0.25,1.0,10.0,0.5208333333333334,0.5222222222222223,0.6296296296296297,0.5,42.5,0.5714285714285714,0.3333333333333333,0.0,46.0,14.0,1.0,0.375,0.25,13.018451979052664,16.0,0.6666666666666666,1.0,0.5,0.0,1,0.0,7.0,1.0,1.0,0.0,15.0,0.0,0.375,0.25,13.0,0.525,0.25,0.4857142857142857,0.5185185185185185,1,1,9,2013,6,1.0,6.0,training,0,2.0287385
