,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_score,1_score,2_score,3_score,4_score,label,score
2439,200811020cle,-1,-1,9,2008,-10,3.0,0.44824709999999995,,0.42711059999999995,0.3603571,,0,0.42711059999999995
2440,200812200dal,-1,-1,16,2008,-9,5.5,,0.61650884,0.585283,,,0,0.6008959199999999
2441,200811090htx,-1,-1,10,2008,-28,2.5,0.38997656,,,0.6885143,,0,0.53924543
2442,200811160nyg,1,1,11,2008,20,6.5,0.70129776,,0.65891993,,,1,0.680108845
2443,200811300cin,-1,-1,13,2008,-31,7.0,,0.5837190999999999,,-0.12974167,,0,0.22698871499999995
2444,200810190mia,-1,-1,7,2008,-14,3.0,,,-0.07847130000000001,,0.2890988,0,0.10531374999999998
2445,200901040mia,-1,-1,18,2008,-18,3.5,0.86466956,,0.41963387,0.13494575,0.44918817,0,0.43441102
2446,200901100oti,-1,-1,19,2008,-3,3.0,,0.5647588000000001,0.5857222,0.39463344,,0,0.5647588000000001
2447,200809290pit,-1,1,4,2008,3,6.0,,,,,0.47544575,1,0.47544575
2448,200901180pit,1,1,20,2008,9,6.0,1.0020685999999999,0.4359142,0.6248793,0.5170081,,1,0.5709436999999999
2449,200810120clt,1,1,6,2008,28,4.0,,,0.53602797,0.6501746,,1,0.593101285
2450,200811060cle,-1,-1,10,2008,-4,3.0,0.59370625,,0.44178190000000006,,,0,0.517744075
2451,200811300nyj,-1,-1,13,2008,-17,8.0,0.7065276,0.75672853,,0.99378645,0.91373837,0,0.83523345
2452,200812280sdg,1,1,17,2008,31,7.0,,0.74758804,0.6908411,,0.72012204,1,0.72012204
2453,200812140car,1,1,15,2008,20,7.5,0.44395226,0.5312335,,0.99883485,0.872765,1,0.7019992500000001
2454,200810200nwe,1,1,7,2008,34,3.0,0.6805287,0.59596425,,,0.54242224,1,0.59596425
2455,200811160atl,-1,-1,11,2008,-4,7.0,0.6239918000000001,0.36129984,0.5626492,0.58028775,,0,0.571468475
2456,200809280kan,1,1,4,2008,14,9.0,0.18957436,,,0.16045451,,1,0.175014435
2457,200809080rai,-1,-1,1,2008,-27,3.0,0.24105513,,0.8070496,,,0,0.524052365
2458,200810050det,-1,-1,5,2008,-27,3.0,0.47189558,0.49179120000000004,0.49885547,0.6225974,0.48271525,0,0.49179120000000004
2459,200810120atl,1,1,6,2008,2,3.0,0.35146109999999997,0.7924824,,0.26032075,,1,0.35146109999999997
2460,200809070clt,-1,-1,1,2008,-16,10.5,,0.9174528000000001,,,1.1182907,0,1.01787175
2461,200811300gnb,-1,-1,13,2008,-4,3.0,0.5727518,,,0.29752755,,0,0.435139675
2462,200809210min,1,1,3,2008,10,3.0,,,,,0.83415765,1,0.83415765
2463,200812210nyg,1,1,16,2008,6,4.0,0.7870989,0.6964556,0.6209623000000001,0.36936316,,1,0.6587089500000001
2464,200809070sdg,-1,-1,1,2008,-2,9.0,,0.39403528,,0.6616029,,0,0.5278190899999999
2465,200810120tam,1,1,6,2008,24,2.0,0.12003994,0.55217624,0.67168224,0.43556195,,1,0.493869095
2466,200811230atl,1,1,12,2008,17,1.0,,0.31362882,,,0.44175082,1,0.37768981999999995
2467,200812280nor,-1,-1,17,2008,-2,1.5,,,,0.43401957,0.35702312,0,0.395521345
2468,200811090rai,-1,-1,10,2008,-11,10.0,0.20955610000000002,0.572654,,0.17781699,,0,0.20955610000000002
2469,200812280gnb,-1,1,17,2008,10,11.0,,0.96400964,0.85447085,,0.98212194,1,0.96400964
2470,200810190htx,-1,1,7,2008,7,11.0,,0.8772907,0.72347456,,,1,0.80038263
2471,200810120min,-1,1,6,2008,2,13.0,0.68388414,,0.60354394,,0.6520357,1,0.6520357
2472,200811160car,-1,1,11,2008,9,14.0,,0.55373627,,1.102817,,1,0.8282766349999999
2473,200811020chi,-1,1,9,2008,4,13.0,,,0.64177406,,,1,0.64177406
2474,200809070atl,1,1,1,2008,13,3.0,,,0.37610757,,,1,0.37610757
2475,200812140clt,-1,1,15,2008,10,17.0,,,,,0.84130883,1,0.84130883
2476,200809210sfo,1,1,3,2008,18,5.0,0.6868164999999999,,,,0.70432144,1,0.69556897
2477,200909130gnb,1,1,1,2009,6,5.0,0.3468613,0.8255254999999999,,0.49302405,,1,0.49302405
2478,200911290min,1,1,12,2009,26,10.5,0.9049468,0.81637055,,0.9980562,,1,0.9049468
2479,200909270sea,-1,-1,3,2009,-6,2.5,,,0.51601696,0.2852545,,0,0.40063572999999997
2480,200910250cin,1,1,7,2009,35,2.0,0.45132896,,0.53194374,0.57804143,,1,0.53194374
2481,201001030det,-1,-1,17,2009,-14,4.5,0.16722363,,,,,0,0.16722363
2482,200912200rav,1,1,15,2009,24,10.5,0.80567944,,,,,1,0.80567944
2483,200910180atl,1,1,6,2009,7,4.0,0.8360493,0.54622716,,,0.6431831,1,0.6431831
2484,200911120sfo,1,1,10,2009,4,3.0,0.5658637,,0.90536773,0.32430595,,1,0.5658637
2485,200910180gnb,1,1,6,2009,26,14.0,0.6122268,0.9195230999999999,,1.1235864,,1,0.9195230999999999
2486,200911080sea,1,1,9,2009,12,11.0,0.96386933,,,0.86459947,,1,0.9142344
2487,200912060cin,-1,1,13,2009,10,13.5,0.77664125,,,,,1,0.77664125
2488,200910040chi,1,1,4,2009,24,9.5,,,,0.49027327,,1,0.49027327
2489,200912130rav,1,1,14,2009,45,14.0,0.8515364,,,,1.0222978999999999,1,0.93691715
2490,200909130nor,1,1,1,2009,18,14.0,0.8350295,0.9199485999999999,0.60502493,,0.84051895,1,0.837774225
2491,200911150gnb,1,1,10,2009,10,3.0,,,0.27645198,,,1,0.27645198
2492,201001170min,1,1,19,2009,31,2.5,0.36221203,0.7677088000000001,,0.4456013,,1,0.4456013
2493,200912060nyg,1,1,13,2009,7,1.0,0.2681579,,,,,1,0.2681579
2494,200912270was,-1,-1,16,2009,-17,7.0,,-0.07282984,0.2229783,0.25727427,0.5069961,0,0.240126285
2495,200910040den,1,1,4,2009,7,3.0,,,0.4409924,,,1,0.4409924
2496,200909130tam,-1,-1,1,2009,-13,5.0,0.16979164,,,,0.016324222,0,0.093057931
2497,200911080phi,-1,-1,9,2009,-4,3.0,,0.65141475,0.64423263,,,0,0.6478236900000001
2498,200910110kan,1,-1,5,2009,-6,7.0,,0.31282616,0.46947777,0.27305799999999997,,0,0.31282616
2499,200912190nor,-1,-1,15,2009,-7,7.5,0.8182399,0.98492354,,,,0,0.90158172
2500,200909270min,-1,1,3,2009,3,7.0,0.5355004,0.8827379999999999,0.9150955,,,1,0.8827379999999999
2501,201001030ram,-1,-1,17,2009,-22,7.0,0.1381855,0.35970265,0.355664,0.54369324,,0,0.357683325
2502,200912060sea,1,1,13,2009,3,1.0,0.4082628,0.5979331999999999,,,,1,0.5030979999999999
2503,200909130crd,-1,-1,1,2009,-4,4.5,,,0.80459976,0.6136377,,0,0.7091187299999999
2504,200911010clt,-1,1,8,2009,4,13.0,0.8291891,,,,0.8249386999999999,1,0.8270639
