Model Score Threshold,F1
0.0,0.7265960492413397
0.01,0.7265960492413397
0.02,0.7265960492413397
0.03,0.7265960492413397
0.04,0.7264394156402177
0.05,0.7268558326167956
0.06,0.7268558326167956
0.07,0.727116212338594
0.08,0.727324913892078
0.09,0.7274295572167913
0.1,0.7275345622119817
0.11,0.727587200922456
0.12,0.7282169648009232
0.13,0.7283236994219654
0.14,0.7283772056696558
0.15,0.7292753623188406
0.16,0.7300756253635836
0.17,0.730668222935512
0.18,0.7299912049252418
0.19,0.7298410829899942
0.2,0.7295782954880566
0.21,0.7303936075762061
0.22,0.7294327294327295
0.23,0.728899492991351
0.24,0.7292850732874663
0.25,0.7292418772563177
0.26,0.7294685990338164
0.27,0.730804248861912
0.28,0.7326611671249618
0.29,0.7318573185731858
0.3,0.7350480322280757
0.31,0.7357254290171606
0.32,0.7340025094102887
0.33,0.7318771763216209
0.34,0.7296604740550929
0.35000000000000003,0.72914653784219
0.36,0.7270955165692007
0.37,0.7278087127415658
0.38,0.7259504132231404
0.39,0.7236315086782376
0.4,0.7208361429534726
0.41000000000000003,0.7180887372013651
0.42,0.7169421487603306
0.43,0.7165217391304348
0.44,0.7113147691223123
0.45,0.7101604278074867
0.46,0.7061799783158655
0.47000000000000003,0.7029594446474241
0.48,0.6989287033616549
0.49,0.7000000000000001
0.5,0.6911708980674498
0.51,0.6860866232272901
0.52,0.6816595579682048
0.53,0.6758349705304518
0.54,0.6682634730538922
0.55,0.6591184795794582
0.56,0.6516208453016004
0.5700000000000001,0.6514522821576764
0.58,0.6382439848037146
0.59,0.6245161290322581
0.6,0.6155866900175131
0.61,0.608233731739708
0.62,0.5955915429599641
0.63,0.5901639344262295
0.64,0.5790934320074005
0.65,0.5726375176304654
0.66,0.5618729096989966
0.67,0.5521591460456089
0.68,0.5466143277723259
0.6900000000000001,0.5358565737051793
0.7000000000000001,0.519308943089431
0.71,0.5074780814853017
0.72,0.4955380577427821
0.73,0.48239060832443975
0.74,0.46279196089082014
0.75,0.4450579790171177
0.76,0.43497757847533636
0.77,0.4200913242009132
0.78,0.4034985422740525
0.79,0.3872113676731794
0.8,0.36899038461538464
0.81,0.35042735042735046
0.8200000000000001,0.32479700187382887
0.8300000000000001,0.30140485312899107
0.84,0.28163530175210905
0.85,0.2575957727873184
0.86,0.2338709677419355
0.87,0.21555252387448842
0.88,0.19586206896551725
0.89,0.17737430167597767
0.9,0.16349541930937278
0.91,0.14550641940085593
0.92,0.1297764960346071
0.93,0.11361981063364894
0.9400000000000001,0.09474463360473724
0.9500000000000001,0.08202833706189411
0.96,0.07207207207207207
0.97,0.06339622641509433
0.98,0.05466970387243735
0.99,0.04434250764525993
1.0,0.04134762633996937
