Bin,Lost,Won
0,7.0,1.0
1,29.0,10.0
2,80.0,46.0
3,139.0,80.0
4,164.0,136.0
5,151.0,181.0
6,140.0,206.0
7,110.0,206.0
8,89.0,208.0
9,33.0,140.0
10,12.0,44.0
